Anaheim Ducks,Arizona Coyotes,Atlanta Hawks,Balance 7-day rolling mean,Boston Bruins,Boston Celtics,Brooklyn Nets,Buffalo Sabres,Calgary Flames,Carolina Hurricanes,Charlotte Hornets,Chicago Blackhawks,Chicago Bulls,Cleveland Cavaliers,Colorado Avalanche,Columbus Blue Jackets,Dallas Mavericks,Dallas Stars,Day,Denver Nuggets,Detroit Pistons,Detroit Red Wings,Edmonton Oilers,Florida Panthers,Golden State Warriors,Houston Rockets,Indiana Pacers,League,Los Angeles Clippers,Los Angeles Kings,Los Angeles Lakers,Memphis Grizzlies,Miami Heat,Milwaukee Bucks,Minnesota Timberwolves,Minnesota Wild,Montreal Canadiens,Nashville Predators,New Jersey Devils,New Orleans Pelicans,New York Islanders,New York Knicks,New York Rangers,Oklahoma City Thunder,Orlando Magic,Ottawa Senators,Philadelphia 76ers,Philadelphia Flyers,Phoenix Suns,Pittsburgh Penguins,Portland Trail Blazers,Sacramento Kings,San Antonio Spurs,San Jose Sharks,Schedule Type,St. Louis Blues,Tampa Bay Lightning,Toronto Maple Leafs,Toronto Raptors,Utah Jazz,Vancouver Canucks,Vegas Golden Knights,Washington Capitals,Washington Wizards,Winnipeg Jets,diff,max,mode,Schedule
,,71.0,1.0,,66.0,69.0,,,,70.0,,67.0,69.0,,,68.0,,2021-09-28 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,70.0,70.0,,,,,69.0,,70.0,,69.0,71.0,,71.0,,69.0,,67.0,68.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,70.0,,67.0,69.0,,,68.0,,2021-09-29 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,70.0,70.0,,,,,69.0,,70.0,,69.0,71.0,,71.0,,69.0,,67.0,68.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,70.0,,67.0,69.0,,,68.0,,2021-09-30 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,70.0,70.0,,,,,69.0,,70.0,,69.0,71.0,,71.0,,69.0,,67.0,68.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-10-01 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,70.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,68.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-10-02 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,70.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,68.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-10-03 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,70.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,68.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-10-04 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,70.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,68.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-10-05 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,70.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,68.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-10-06 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,70.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,68.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-10-07 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,70.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,68.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-10-08 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,70.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,68.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-10-09 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,70.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,68.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-10-10 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,70.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,68.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-10-11 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,70.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,68.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-10-12 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,70.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,68.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-10-13 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,70.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,68.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-10-14 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,70.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,68.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-10-15 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,70.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,68.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-10-16 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,70.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,68.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-10-17 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,70.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,68.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-10-18 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,70.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,68.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-10-19 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,70.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,68.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-10-20 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,70.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,68.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-10-21 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,70.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,68.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-10-22 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,70.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,68.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-10-23 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,70.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,68.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-10-24 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,70.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,68.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-10-25 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,70.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,68.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-10-26 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,70.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,68.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-10-27 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,70.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,68.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-10-28 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,70.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,68.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-10-29 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,70.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,68.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-10-30 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,70.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,68.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-10-31 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,70.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,68.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-11-01 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,70.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,68.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-11-02 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,70.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,68.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-11-03 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,70.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,68.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-11-04 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,70.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,68.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-11-05 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,70.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,68.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-11-06 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,70.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,68.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-11-07 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,70.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,68.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-11-08 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,70.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,68.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-11-09 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,70.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,68.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-11-10 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,71.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-11-11 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,71.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-11-12 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,71.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-11-13 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,71.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-11-14 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,71.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-11-15 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,71.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-11-16 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,71.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-11-17 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,71.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-11-18 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,71.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-11-19 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,71.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-11-20 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,71.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-11-21 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,71.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-11-22 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,71.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-11-23 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,71.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-11-24 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,71.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-11-25 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,71.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-11-26 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,71.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-11-27 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,71.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-11-28 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,71.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-11-29 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,71.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-11-30 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,71.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-12-01 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,71.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
,,71.0,1.0,,66.0,69.0,,,,71.0,,67.0,69.0,,,68.0,,2021-12-02 00:00:00,70.0,67.0,,,,70.0,69.0,70.0,NBA,71.0,,70.0,66.0,69.0,71.0,70.0,,,,,69.0,,70.0,,70.0,71.0,,71.0,,69.0,,67.0,69.0,66.0,,balanced - low - 25_more_games - ten_days - 0,,,,70.0,67.0,,,,67.0,,1,71,70,
