home,visitor,game_date,Schedule Type,League,Schedule
New York Knicks,Detroit Pistons,2021-03-04,unitary - high - basic - monthly - 0,NBA,Max Games
Indiana Pacers,Denver Nuggets,2021-03-04,unitary - high - basic - monthly - 0,NBA,Max Games
Memphis Grizzlies,Milwaukee Bucks,2021-03-04,unitary - high - basic - monthly - 0,NBA,Max Games
New Orleans Pelicans,Miami Heat,2021-03-04,unitary - high - basic - monthly - 0,NBA,Max Games
San Antonio Spurs,Oklahoma City Thunder,2021-03-04,unitary - high - basic - monthly - 0,NBA,Max Games
Phoenix Suns,Golden State Warriors,2021-03-30,unitary - high - basic - monthly - 0,NBA,Max Games
Portland Trail Blazers,Sacramento Kings,2021-03-04,unitary - high - basic - monthly - 0,NBA,Max Games
Memphis Grizzlies,Washington Wizards,2021-03-10,unitary - high - basic - monthly - 0,NBA,Max Games
Dallas Mavericks,San Antonio Spurs,2021-03-10,unitary - high - basic - monthly - 0,NBA,Max Games
Charlotte Hornets,Detroit Pistons,2021-03-11,unitary - high - basic - monthly - 0,NBA,Max Games
Brooklyn Nets,Boston Celtics,2021-03-11,unitary - high - basic - monthly - 0,NBA,Max Games
Toronto Raptors,Atlanta Hawks,2021-03-11,unitary - high - basic - monthly - 0,NBA,Max Games
Chicago Bulls,Philadelphia 76ers,2021-03-11,unitary - high - basic - monthly - 0,NBA,Max Games
Miami Heat,Orlando Magic,2021-03-11,unitary - high - basic - monthly - 0,NBA,Max Games
Milwaukee Bucks,New York Knicks,2021-03-11,unitary - high - basic - monthly - 0,NBA,Max Games
New Orleans Pelicans,Minnesota Timberwolves,2021-03-11,unitary - high - basic - monthly - 0,NBA,Max Games
Oklahoma City Thunder,Dallas Mavericks,2021-03-11,unitary - high - basic - monthly - 0,NBA,Max Games
Los Angeles Clippers,Golden State Warriors,2021-03-11,unitary - high - basic - monthly - 0,NBA,Max Games
Portland Trail Blazers,Phoenix Suns,2021-03-11,unitary - high - basic - monthly - 0,NBA,Max Games
Sacramento Kings,Houston Rockets,2021-03-11,unitary - high - basic - monthly - 0,NBA,Max Games
Memphis Grizzlies,Denver Nuggets,2021-03-12,unitary - high - basic - monthly - 0,NBA,Max Games
New Orleans Pelicans,Cleveland Cavaliers,2021-03-12,unitary - high - basic - monthly - 0,NBA,Max Games
Washington Wizards,Philadelphia 76ers,2021-03-12,unitary - high - basic - monthly - 0,NBA,Max Games
Chicago Bulls,Miami Heat,2021-03-12,unitary - high - basic - monthly - 0,NBA,Max Games
San Antonio Spurs,Orlando Magic,2021-03-12,unitary - high - basic - monthly - 0,NBA,Max Games
Utah Jazz,Houston Rockets,2021-03-12,unitary - high - basic - monthly - 0,NBA,Max Games
Los Angeles Lakers,Indiana Pacers,2021-03-12,unitary - high - basic - monthly - 0,NBA,Max Games
Oklahoma City Thunder,New York Knicks,2021-03-13,unitary - high - basic - monthly - 0,NBA,Max Games
Brooklyn Nets,Detroit Pistons,2021-03-13,unitary - high - basic - monthly - 0,NBA,Max Games
Charlotte Hornets,Toronto Raptors,2021-03-13,unitary - high - basic - monthly - 0,NBA,Max Games
Washington Wizards,Milwaukee Bucks,2021-03-13,unitary - high - basic - monthly - 0,NBA,Max Games
Atlanta Hawks,Sacramento Kings,2021-03-13,unitary - high - basic - monthly - 0,NBA,Max Games
Minnesota Timberwolves,Portland Trail Blazers,2021-03-13,unitary - high - basic - monthly - 0,NBA,Max Games
Denver Nuggets,Dallas Mavericks,2021-03-13,unitary - high - basic - monthly - 0,NBA,Max Games
Phoenix Suns,Indiana Pacers,2021-03-13,unitary - high - basic - monthly - 0,NBA,Max Games
Oklahoma City Thunder,Memphis Grizzlies,2021-03-14,unitary - high - basic - monthly - 0,NBA,Max Games
Golden State Warriors,Utah Jazz,2021-03-14,unitary - high - basic - monthly - 0,NBA,Max Games
Philadelphia 76ers,San Antonio Spurs,2021-03-14,unitary - high - basic - monthly - 0,NBA,Max Games
Orlando Magic,Miami Heat,2021-03-14,unitary - high - basic - monthly - 0,NBA,Max Games
Atlanta Hawks,Cleveland Cavaliers,2021-03-14,unitary - high - basic - monthly - 0,NBA,Max Games
Houston Rockets,Boston Celtics,2021-03-14,unitary - high - basic - monthly - 0,NBA,Max Games
Minnesota Timberwolves,Portland Trail Blazers,2021-03-14,unitary - high - basic - monthly - 0,NBA,Max Games
Chicago Bulls,Toronto Raptors,2021-03-14,unitary - high - basic - monthly - 0,NBA,Max Games
New Orleans Pelicans,Los Angeles Clippers,2021-03-14,unitary - high - basic - monthly - 0,NBA,Max Games
